A1,A2,B,C,all_cat,belongs_cat,case_id,expected,family,have_cat,observed,passed,predicate,predicate_raw,quantifier,quantifier_raw,relation,relation_raw,valid
20,21,30,12,0,0,r=all|q=possess|p=is among|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=is in|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=is in|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=all|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=all|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=every|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=every|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=each|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=each|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=any|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=any|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=have|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=have|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=has|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=has|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=possess|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=possess|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=own|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=own|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=carry|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=carry|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=contain|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=contain|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=near|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=near|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=beside|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=beside|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=before|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=before|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,303,,201,False
20,20,30,12,0,0,r=all|q=possess|p=after|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,303,,201,False
20,21,30,12,0,0,r=all|q=possess|p=after|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,303,,201,False
20,20,30,12,0,0,r=all|q=own|p=belongs to|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=belongs to|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=is part of|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=is part of|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=is among|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=is among|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=is in|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=is in|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=all|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=all|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=every|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=every|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=each|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=each|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=any|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=any|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=have|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=have|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=has|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=has|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=possess|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=possess|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=own|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=own|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=carry|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=carry|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=contain|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=contain|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=near|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=near|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=beside|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=beside|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=before|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=before|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,304,,201,False
20,20,30,12,0,0,r=all|q=own|p=after|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,304,,201,False
20,21,30,12,0,0,r=all|q=own|p=after|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,304,,201,False
20,20,30,12,0,0,r=all|q=carry|p=belongs to|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=belongs to|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=is part of|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=is part of|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=is among|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=is among|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=is in|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=is in|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=all|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=all|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=every|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=every|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=each|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=each|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=any|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=any|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=have|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=have|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=has|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=has|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=possess|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=possess|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=own|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=own|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=carry|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=carry|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=contain|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=contain|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=near|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=near|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=beside|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=beside|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=before|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=before|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,305,,201,False
20,20,30,12,0,0,r=all|q=carry|p=after|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,305,,201,False
20,21,30,12,0,0,r=all|q=carry|p=after|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,305,,201,False
20,20,30,12,0,0,r=all|q=contain|p=belongs to|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=belongs to|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=is part of|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=is part of|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=is among|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=is among|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=is in|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=is in|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=all|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=all|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=every|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=every|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=each|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=each|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=any|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=any|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=have|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=have|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=has|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=has|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=possess|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=possess|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=own|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=own|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=carry|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=carry|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=contain|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=contain|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=near|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=near|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=beside|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=beside|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=before|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=before|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,306,,201,False
20,20,30,12,0,0,r=all|q=contain|p=after|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,306,,201,False
20,21,30,12,0,0,r=all|q=contain|p=after|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,306,,201,False
20,20,30,12,0,0,r=all|q=near|p=belongs to|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=belongs to|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=is part of|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=is part of|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=is among|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=is among|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=is in|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=is in|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=all|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=all|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,201,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=every|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=every|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,202,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=each|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=each|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,203,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=any|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=any|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,204,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=have|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=have|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,301,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=has|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=has|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,302,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=possess|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=possess|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,303,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=own|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=own|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,304,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=carry|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=carry|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,305,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=contain|A2=20,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=contain|A2=21,"[0,0,0]",exhaustive_phrase_combination,3,"[0,0,0]",True,,306,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=near|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=near|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,901,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=beside|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=beside|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,902,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=before|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=before|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,903,,901,,201,False
20,20,30,12,0,0,r=all|q=near|p=after|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,901,,201,False
20,21,30,12,0,0,r=all|q=near|p=after|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,904,,901,,201,False
20,20,30,12,0,0,r=all|q=beside|p=belongs to|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,902,,201,False
20,21,30,12,0,0,r=all|q=beside|p=belongs to|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,107,,902,,201,False
20,20,30,12,0,0,r=all|q=beside|p=is part of|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,902,,201,False
20,21,30,12,0,0,r=all|q=beside|p=is part of|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,108,,902,,201,False
20,20,30,12,0,0,r=all|q=beside|p=is among|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,902,,201,False
20,21,30,12,0,0,r=all|q=beside|p=is among|A2=21,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,109,,902,,201,False
20,20,30,12,0,0,r=all|q=beside|p=is in|A2=20,"[0,0,0]",exhaustive_phrase_combination,0,"[0,0,0]",True,,110,,902,,201,False
